r , 	 S , V
0.5700000000000003 , 0.971314365864464 , 0.8835423742899332
0.5800000000000003 , 0.9695964610045038 , 0.8816612610506775
0.5900000000000003 , 0.9678527548620051 , 0.879751497360262
0.6000000000000003 , 0.9660834456844324 , 0.8778132810956317
0.6100000000000003 , 0.96428873407905 , 0.8758468125020888
0.6200000000000003 , 0.9624688229663526 , 0.8738522941474351
0.6300000000000003 , 0.9606239175331377 , 0.8718299308757615
0.6400000000000003 , 0.9587542251852389 , 0.8697799297609046
0.6500000000000004 , 0.9568599554999386 , 0.8677025000595883
0.6600000000000004 , 0.9549413201780792 , 0.8655978531642697
0.6700000000000004 , 0.9529985329958915 , 0.863466202555708
0.6800000000000004 , 0.9510318097565593 , 0.8613077637552736
0.6900000000000004 , 0.9490413682415378 , 0.8591227542770178
0.7000000000000004 , 0.947027428161646 , 0.8569113935795197
0.7100000000000004 , 0.9449902111079493 , 0.8546739030175298
0.7200000000000004 , 0.9429299405024532 , 0.852410505793427
0.7300000000000004 , 0.9408468415486233 , 0.8501214269085087
0.7400000000000004 , 0.9387411411817529 , 0.8478068931141302
0.7500000000000004 , 0.9366130680191939 , 0.8454671328627126
0.7600000000000005 , 0.9344628523104693 , 0.8431023762586363
0.7700000000000005 , 0.9322907258872869 , 0.8407128550090371
0.7800000000000005 , 0.9300969221134685 , 0.8382988023745243
0.7900000000000005 , 0.9278816758348157 , 0.8358604531198344
0.8000000000000005 , 0.9256452233289274 , 0.8333980434644428
0.8100000000000005 , 0.9233878022549871 , 0.8309118110331453
0.8200000000000005 , 0.9211096516035367 , 0.8284019948066299
0.8300000000000005 , 0.9188110116462549 , 0.8258688350720542
0.8400000000000005 , 0.9164921238857547 , 0.823312573373645
0.8500000000000005 , 0.91415323100542 , 0.8207334524633367
0.8600000000000005 , 0.9117945768192942 , 0.8181317162514649
0.8700000000000006 , 0.9094164062220399 , 0.8155076097575306
0.8800000000000006 , 0.9070189651389842 , 0.8128613790610523
0.8900000000000006 , 0.9046025004762659 , 0.8101932712525197
0.9000000000000006 , 0.902167260071101 , 0.8075035343844664
0.9100000000000006 , 0.8997134926421809 , 0.8047924174226749
0.9200000000000006 , 0.8972414477402195 , 0.8020601701975314
0.9300000000000006 , 0.894751375698664 , 0.7993070433555429
0.9400000000000006 , 0.8922435275845838 , 0.7965332883110329
0.9500000000000006 , 0.8897181551497533 , 0.793739157198029
0.9600000000000006 , 0.8871755107819418 , 0.7909249028223576
0.9700000000000006 , 0.8846158474564257 , 0.7880907786139588
0.9800000000000006 , 0.8820394186877359 , 0.7852370385794355
0.9900000000000007 , 0.8794464784816552 , 0.7823639372548506
1.0000000000000007 , 0.8768372812874786 , 0.7794717296587851
1.0100000000000007 , 0.8742120819505494 , 0.7765606712456694
1.0200000000000007 , 0.8715711356650852 , 0.7736310178594026
1.0300000000000007 , 0.8689146979273045 , 0.7706830256872698
1.0400000000000007 , 0.8662430244888691 , 0.7677169512141709
1.0500000000000007 , 0.863556371310652 , 0.7647330511771739
1.0600000000000007 , 0.8608549945168432 , 0.761731582520401
1.0700000000000007 , 0.8581391503494068 , 0.758712802350263
1.0800000000000007 , 0.8554090951228983 , 0.75567696789105
1.0900000000000007 , 0.8526650851796548 , 0.7526243364408914
1.1000000000000008 , 0.8499073768453681 , 0.7495551653280937
1.1100000000000008 , 0.847136226385052 , 0.7464697118678683
1.1200000000000008 , 0.8443518899594129 , 0.743368233319458
1.1300000000000008 , 0.8415546235816347 , 0.7402509868436735
1.1400000000000008 , 0.838744683074587 , 0.7371182294608467
1.1500000000000008 , 0.8359223240284669 , 0.7339702180092127
1.1600000000000008 , 0.8330878017588813 , 0.7308072091037279
1.1700000000000008 , 0.8302413712653819 , 0.7276294590953332
1.1800000000000008 , 0.8273832871904577 , 0.7244372240306702
1.1900000000000008 , 0.8245138037789965 , 0.7212307596122595
1.2000000000000008 , 0.8216331748382207 , 0.7180103211591464
1.2100000000000009 , 0.8187416536981069 , 0.7147761635680254
1.2200000000000009 , 0.8158394931722953 , 0.7115285412748463
1.2300000000000009 , 0.812926945519497 , 0.7082677082169117
1.2400000000000009 , 0.8100042624054051 , 0.7049939177954713
1.2500000000000009 , 0.8070716948651172 , 0.7017074228388197
1.260000000000001 , 0.8041294932660736 , 0.6984084755659035
1.270000000000001 , 0.8011779072715192 , 0.6950973275504426
1.280000000000001 , 0.798217185804493 , 0.6917742296855733
1.290000000000001 , 0.7952475770123518 , 0.688439432149016
1.300000000000001 , 0.7922693282318324 , 0.6850931843687733
1.310000000000001 , 0.7892826859546568 , 0.6817357349893636
1.320000000000001 , 0.7862878957936857 , 0.6783673318385935
1.330000000000001 , 0.7832852024496243 , 0.6749882218948742
1.340000000000001 , 0.7802748496782831 , 0.6715986512550837
1.350000000000001 , 0.7772570802583995 , 0.6681988651029811
1.360000000000001 , 0.774232135960021 , 0.6647891076781732
1.370000000000001 , 0.7712002575134561 , 0.6613696222456388
1.380000000000001 , 0.7681616845787922 , 0.6579406510658115
1.390000000000001 , 0.7651166557159866 , 0.6545024353652251
1.400000000000001 , 0.76206540835553 , 0.6510552153077223
1.410000000000001 , 0.7590081787696863 , 0.6475992299662289
1.420000000000001 , 0.7559452020443097 , 0.6441347172950964
1.430000000000001 , 0.7528767120512411 , 0.6406619141030128
1.440000000000001 , 0.7498029414212843 , 0.6371810560264829
1.450000000000001 , 0.7467241215177641 , 0.6336923775038805
1.460000000000001 , 0.7436404824106658 , 0.6301961117500713
1.470000000000001 , 0.7405522528513583 , 0.6266924907316076
1.480000000000001 , 0.7374596602478989 , 0.6231817451424962
1.490000000000001 , 0.7343629306409222 , 0.6196641043805371
1.500000000000001 , 0.7312622886801112 , 0.6161397965242343
1.5100000000000011 , 0.7281579576012513 , 0.6126090483102788
1.5200000000000011 , 0.7250501592038654 , 0.609072085111601
1.5300000000000011 , 0.7219391138294308 , 0.6055291309159933
1.5400000000000011 , 0.7188250403401756 , 0.6019804083053009
1.5500000000000012 , 0.715708156098454 , 0.5984261384351808
1.5600000000000012 , 0.7125886769466987 , 0.594866541015425
1.5700000000000012 , 0.7094668171879494 , 0.5913018342908485
1.5800000000000012 , 0.7063427895669538 , 0.5877322350227391
1.5900000000000012 , 0.703216805251842 , 0.5841579584708667
1.6000000000000012 , 0.7000890738163689 , 0.5805792183760509
1.6100000000000012 , 0.6969598032227241 , 0.5769962269432825
1.6200000000000012 , 0.6938291998049069 , 0.5734091948253983
1.6300000000000012 , 0.6906974682526614 , 0.5698183311073052
1.6400000000000012 , 0.6875648115959723 , 0.5662238432907502
1.6500000000000012 , 0.6844314311901138 , 0.5626259372796346
1.6600000000000013 , 0.6812975267012534 , 0.559024817365868
1.6700000000000013 , 0.6781632960926024 , 0.5554206862157577
1.6800000000000013 , 0.6750289356111128 , 0.5518137448569327
1.6900000000000013 , 0.671894639774715 , 0.5482041926657958
1.7000000000000013 , 0.668760601360094 , 0.5445922273555005
1.7100000000000013 , 0.6656270113909982 , 0.54097804496445
1.7200000000000013 , 0.6624940591270781 , 0.5373618398453124
1.7300000000000013 , 0.6593619320532499 , 0.5337438046545483
1.7400000000000013 , 0.6562308158695798 , 0.5301241303424472
1.7500000000000013 , 0.6531008944816844 , 0.5265030061436669
1.7600000000000013 , 0.6499723499916429 , 0.5228806195682716
1.7700000000000014 , 0.6468453626894152 , 0.519257156393265
1.7800000000000014 , 0.6437201110447621 , 0.5156328006546113
1.7900000000000014 , 0.6405967716996628 , 0.512007734639741
1.8000000000000014 , 0.6374755194612227 , 0.5083821388805361
1.8100000000000014 , 0.6343565272950693 , 0.504756192146788
1.8200000000000014 , 0.6312399663192277 , 0.5011300714401253
1.8300000000000014 , 0.6281260057984731 , 0.4975039519884037
1.8400000000000014 , 0.6250148131391526 , 0.4938780072405539
1.8500000000000014 , 0.6219065538844724 , 0.4902524088618823
1.8600000000000014 , 0.6188013917102436 , 0.48662732672981723
1.8700000000000014 , 0.6156994884210822 , 0.48300292893009694
1.8800000000000014 , 0.6126010039470557 , 0.4793793817533922
1.8900000000000015 , 0.6095060963407721 , 0.4757568496923584
1.9000000000000015 , 0.6064149217749047 , 0.4721354954391114
1.9100000000000015 , 0.6033276345401473 , 0.4685154798831204
1.9200000000000015 , 0.6002443870435921 , 0.46489696210951303
1.9300000000000015 , 0.597165329807527 , 0.46128009939778536
1.9400000000000015 , 0.5940906114686438 , 0.45766504722091195
1.9500000000000015 , 0.5910203787776522 , 0.45405195924484915
1.9600000000000015 , 0.5879547765992934 , 0.45044098732842563
1.9700000000000015 , 0.5848939479127466 , 0.4468322815236142
1.9800000000000015 , 0.5818380338124233 , 0.44322599007617847
1.9900000000000015 , 0.5787871735091413 , 0.4396222594266881
2.0000000000000013 , 0.575741504331674 , 0.43602123421189687
2.010000000000001 , 0.5727011617286673 , 0.4324230572664768
2.020000000000001 , 0.5696662792709182 , 0.42882786962510194
2.0300000000000007 , 0.5666369886540096 , 0.42523581052487647
2.0400000000000005 , 0.5636134197012929 , 0.42164701740809946
2.0500000000000003 , 0.5605957003672142 , 0.41806162592536134
2.06 , 0.5575839567409767 , 0.41447976993896457
2.07 , 0.5545783130505326 , 0.4109015815266633
2.0799999999999996 , 0.5515788916668987 , 0.4073271909857145
2.0899999999999994 , 0.5485858131087888 , 0.4037567268372359
2.099999999999999 , 0.5455991960475581 , 0.4001903158308624
2.109999999999999 , 0.5426191573124501 , 0.3966280829496967
2.1199999999999988 , 0.539645811896143 , 0.3930701514155464
2.1299999999999986 , 0.5366792729605872 , 0.3895166426944421
2.1399999999999983 , 0.5337196518431279 , 0.3859676765024297
2.149999999999998 , 0.5307670580629075 , 0.3824233708116316
2.159999999999998 , 0.5278215993275399 , 0.3788838418565694
2.1699999999999977 , 0.524883381540052 , 0.37534920414074324
2.1799999999999975 , 0.5219525088060845 , 0.37181957044346
2.1899999999999973 , 0.5190290834413478 , 0.36829505182690614
2.199999999999997 , 0.5161132059793251 , 0.3647757576434578
2.209999999999997 , 0.5132049751792173 , 0.36126179554322246
2.2199999999999966 , 0.5103044880341232 , 0.35775327148180597
2.2299999999999964 , 0.5074118397794497 , 0.35425028972829964
2.239999999999996 , 0.504527123901545 , 0.3507529528734807
2.249999999999996 , 0.5016504321465491 , 0.3472613618382205
2.259999999999996 , 0.49878185452945656 , 0.3437756158820948
2.2699999999999956 , 0.49592147934338326 , 0.3402958126121901
2.2799999999999954 , 0.4930693931690344 , 0.33682204799210014
2.289999999999995 , 0.49022568088436524 , 0.33335441635110724
2.299999999999995 , 0.48739042567443003 , 0.32989301039354263
2.3099999999999947 , 0.4845637090414135 , 0.3264379212083198
2.3199999999999945 , 0.4817456108148386 , 0.32298923827863624
2.3299999999999943 , 0.4789362091619451 , 0.3195470494918365
2.339999999999994 , 0.47613558059823397 , 0.31611144114943296
2.349999999999994 , 0.47334379999817067 , 0.3126824979772776
2.3599999999999937 , 0.4705609406060437 , 0.30926030313587966
2.3699999999999934 , 0.46778707404697145 , 0.3058449382308643
2.3799999999999932 , 0.4650222703380526 , 0.30243648332356654
2.389999999999993 , 0.46226659789965485 , 0.2990350169417558
2.399999999999993 , 0.45952012356683647 , 0.29564061609048553
2.4099999999999926 , 0.4567829126008957 , 0.29225335626306265
2.4199999999999924 , 0.4540550287010425 , 0.2888733114521327
2.429999999999992 , 0.45133653401618806 , 0.28550055416087483
2.439999999999992 , 0.4486274891568469 , 0.2821351554143023
2.4499999999999917 , 0.4459279532071462 , 0.2787771847706632
2.4599999999999915 , 0.44323798373693796 , 0.27542671033293753
2.4699999999999913 , 0.4405576368140093 , 0.2720837987604248
2.479999999999991 , 0.43788696701638524 , 0.26874851528041843
2.489999999999991 , 0.43522602744472055 , 0.2654209236999619
2.4999999999999907 , 0.43257486973477494 , 0.26210108641768254
2.5099999999999905 , 0.4299335440699676 , 0.2587890644356981
2.5199999999999902 , 0.4273020991940063 , 0.2554849173715923
2.52999999999999 , 0.4246805824235872 , 0.25218870347045436
2.53999999999999 , 0.4220690396611599 , 0.24890047961697898
2.5499999999999896 , 0.4194675154077548 , 0.24562030134762225
2.5599999999999894 , 0.4168760527758673 , 0.24234822286280944
2.569999999999989 , 0.41429469350239573 , 0.2390842970391906
2.579999999999989 , 0.41172347796162784 , 0.23582857544194033
2.5899999999999888 , 0.40916244517827277 , 0.23258110833709736
2.5999999999999885 , 0.40661163284053414 , 0.22934194470394048
2.6099999999999883 , 0.4040710773132202 , 0.226111132247397
2.619999999999988 , 0.4015408136508875 , 0.22288871741047991
2.629999999999988 , 0.3990208756110144 , 0.21967474538675028
2.6399999999999877 , 0.39651129566720006 , 0.21646926013280124
2.6499999999999875 , 0.39401210502238615 , 0.21327230438076028
2.6599999999999873 , 0.3915233336220973 , 0.21008391965080606
2.669999999999987 , 0.3890450101676967 , 0.20690414626369677
2.679999999999987 , 0.3865771621296538 , 0.20373302335330656
2.6899999999999866 , 0.38411981576082016 , 0.20057058887916687
2.6999999999999864 , 0.38167299610971067 , 0.1974168796390095
2.709999999999986 , 0.3792367270337871 , 0.19427193128130835
2.719999999999986 , 0.37681103121273973 , 0.19113577831781678
2.7299999999999858 , 0.37439593016176564 , 0.1880084541360977
2.7399999999999856 , 0.3719914442448388 , 0.18488999101204345
2.7499999999999853 , 0.36959759268797054 , 0.18178042012238263
2.759999999999985 , 0.3672143935924565 , 0.17867977155717119
2.769999999999985 , 0.3648418639481079 , 0.17558807433226503
2.7799999999999847 , 0.36248001964646376 , 0.1725053564017715
2.7899999999999845 , 0.3601288754939816 , 0.16943164467047714
2.7999999999999843 , 0.35778844522520437 , 0.1663669650062493
2.809999999999984 , 0.3554587415159004 , 0.16331134225240912
2.819999999999984 , 0.3531397759961741 , 0.16026480024007345
2.8299999999999836 , 0.350831559263545 , 0.15722736180046337
2.8399999999999834 , 0.34853410089599296 , 0.15419904877717724
2.849999999999983 , 0.34624740946496646 , 0.15117988203842572
2.859999999999983 , 0.3439714925483525 , 0.14816988148922694
2.869999999999983 , 0.3417063567434056 , 0.1451690660835596
2.8799999999999826 , 0.33945200767963346 , 0.14217745383647182
2.8899999999999824 , 0.3372084500316375 , 0.13919506183614422
2.899999999999982 , 0.3349756875319064 , 0.1362219062559046
2.909999999999982 , 0.33275372298355976 , 0.13325800236619317
2.9199999999999817 , 0.3305425582730416 , 0.1303033645464757
2.9299999999999815 , 0.3283421943827595 , 0.1273580062971036
2.9399999999999813 , 0.3261526314036701 , 0.12442194025111868
2.949999999999981 , 0.3239738685478071 , 0.12149517818600125
2.959999999999981 , 0.32180590416075106 , 0.11857773103535972
2.9699999999999807 , 0.3196487357340396 , 0.11566960890056044
2.9799999999999804 , 0.3175023599175154 , 0.11277082106229602
2.9899999999999802 , 0.31536677253161116 , 0.10988137599209095
2.99999999999998 , 0.31324196857956993 , 0.10700128136374285
3.00999999999998 , 0.3111279422595993 , 0.10413054406469821
3.0199999999999796 , 0.3090246869769577 , 0.10126917020736136
3.0299999999999794 , 0.30693219535597216 , 0.09841716514033515
3.039999999999979 , 0.30485045925198556 , 0.09557453345959246
3.049999999999979 , 0.3027794697632324 , 0.09274127901957725
3.0599999999999787 , 0.3007192172426417 , 0.08991740494423393
3.0699999999999785 , 0.29866969130956633 , 0.08710291363796425
3.0799999999999783 , 0.29663088086143685 , 0.08429780679651047
3.089999999999978 , 0.2946027740853397 , 0.08150208541776392
3.099999999999978 , 0.2925853584695178 , 0.07871574981249804
3.1099999999999777 , 0.2905786208147932 , 0.07593879961502495
3.1199999999999775 , 0.2885825472459108 , 0.07317123379377478
3.1299999999999772 , 0.28659712322280173 , 0.0704130506617969
3.139999999999977 , 0.28462233355176586 , 0.06766424788718224
3.149999999999977 , 0.28265816239657304 , 0.06492482250340614
3.1599999999999766 , 0.2807045932894813 , 0.06219477091959085
3.1699999999999764 , 0.2787616091421721 , 0.05947408893068711
3.179999999999976 , 0.27682919225660163 , 0.05676277172757425
3.189999999999976 , 0.27490732433576753 , 0.05406081390707812
3.1999999999999758 , 0.27299598649438994 , 0.05136820948190643
3.2099999999999755 , 0.27109515926950734 , 0.04868495189050089
3.2199999999999753 , 0.2692048226309855 , 0.04601103400680575
3.229999999999975 , 0.26732495599193973 , 0.043346448149952234
3.239999999999975 , 0.2654555382190694 , 0.04069118609385857
3.2499999999999747 , 0.2635965476429051 , 0.03804523907674513
3.2599999999999745 , 0.2617479620679668 , 0.035408597810564414
3.2699999999999743 , 0.259909758782834 , 0.03278125249034551
3.279999999999974 , 0.25808191457012625 , 0.030163192803452844
3.289999999999974 , 0.2562644057163945 , 0.027554407938758855
3.2999999999999736 , 0.2544572080219229 , 0.02495488659573047
3.3099999999999734 , 0.25266029681044017 , 0.02236461699342914
3.319999999999973 , 0.2508736469387414 , 0.019783586879424275
3.329999999999973 , 0.24909723280621904 , 0.017211783538619962
3.3399999999999728 , 0.2473310283643031 , 0.014649193801994857
3.3499999999999726 , 0.24557500712581104 , 0.012095804055255129
3.3599999999999723 , 0.24382914217420662 , 0.009551600247400453
3.369999999999972 , 0.2420934061727676 , 0.007016567899202977
3.379999999999972 , 0.24036777137366247 , 0.004490692111599269
3.3899999999999717 , 0.23865220962693626 , 0.001973957573995262
3.3999999999999715 , 0.23694669238940483 , -0.0005336514275157693
3.4099999999999713 , 0.23525119073345835 , -0.003032151002022146
3.419999999999971 , 0.2335656753557734 , -0.005521557645749546
3.429999999999971 , 0.23189011658593425 , -0.008001888234103489
3.4399999999999706 , 0.23022448439496276 , -0.010473160013798426
3.4499999999999704 , 0.22856874840375768 , -0.012935390595073284
3.45999999999997 , 0.22692287789144297 , -0.0153885979439933
3.46999999999997 , 0.22528684180362538 , -0.01783280037483798
3.47999999999997 , 0.2236606087605615 , -0.02026801654257494
3.4899999999999696 , 0.22204414706523457 , -0.022694265435419483
3.4999999999999694 , 0.22043742471134076 , -0.025111566367479594
3.509999999999969 , 0.21884040939118582 , -0.02751993897148614
3.519999999999969 , 0.21725306850349163 , -0.029919403191608022
3.5299999999999687 , 0.21567536916111346 , -0.032309979276351965
3.5399999999999685 , 0.21410727819866773 , -0.034691687771546645
3.5499999999999683 , 0.21254876218007096 , -0.03706454951341084
3.559999999999968 , 0.21099978740598976 , -0.03942858562170531
3.569999999999968 , 0.20946031992120268 , -0.041783817492967994
3.5799999999999677 , 0.20793032552187363 , -0.044130266793832224
3.5899999999999674 , 0.20640976976273784 , -0.046467955454427556
3.5999999999999672 , 0.20489861796420014 , -0.04879690566186283
3.609999999999967 , 0.2033968352193464 , -0.0511171398537911
3.619999999999967 , 0.201904386400868 , -0.053428680712055955
3.6299999999999666 , 0.20042123616790028 , -0.05573155115641891
3.6399999999999664 , 0.19894734897277486 , -0.05802577433836733
3.649999999999966 , 0.19748268906768662 , -0.06031137363500253
3.659999999999966 , 0.19602722051127547 , -0.06258837264300755
3.6699999999999657 , 0.19458090717512355 , -0.06485679517269417
3.6799999999999655 , 0.19314371275016817 , -0.06711666524212867
3.6899999999999653 , 0.1917156007530311 , -0.06936800707133589
3.699999999999965 , 0.19029653453226444 , -0.07161084507658108
3.709999999999965 , 0.18888647727451377 , -0.07384520386472904
3.7199999999999647 , 0.1874853920105989 , -0.07607110822768001
3.7299999999999645 , 0.1860932416215129 , -0.07828858313688196
3.7399999999999642 , 0.1847099888443395 , -0.08049765373791849
3.749999999999964 , 0.1833355962780901 , -0.08269834534517206
3.759999999999964 , 0.18197002638945997 , -0.08489068343656193
3.7699999999999636 , 0.18061324151850497 , -0.08707469364835621
3.7799999999999634 , 0.17926520388423892 , -0.08925040177005752
3.789999999999963 , 0.17792587559015216 , -0.09141783373936185
3.799999999999963 , 0.17659521862965197 , -0.09357701563718973
3.8099999999999627 , 0.1752731948914253 , -0.09572797368278954
3.8199999999999625 , 0.17395976616472447 , -0.09787073422891213
3.8299999999999623 , 0.17265489414457633 , -0.1000053237570562
3.839999999999962 , 0.17135854043691529 , -0.10213176887278408
3.849999999999962 , 0.17007066656364114 , -0.10425009630110703
3.8599999999999617 , 0.16879123396760196 , -0.10636033288193973
3.8699999999999615 , 0.16752020401750267 , -0.10846250556562322
3.8799999999999613 , 0.16625753801274018 , -0.11055664140851576
3.889999999999961 , 0.16500319718816514 , -0.1126427675686511
3.899999999999961 , 0.1637571427187714 , -0.11472091130146336
3.9099999999999606 , 0.16251933572431343 , -0.11679109995557814
3.9199999999999604 , 0.16128973727385257 , -0.11885336096866915
3.92999999999996 , 0.16006830839023245 , -0.1209077218633798
3.93999999999996 , 0.15885501005448435 , -0.12295421024330909
3.9499999999999598 , 0.15764980321016306 , -0.12499285378906136
3.9599999999999596 , 0.15645264876761372 , -0.127023680254359
3.9699999999999593 , 0.15526350760817062 , -0.12904671746221796
3.979999999999959 , 0.15408234058828799 , -0.13106199330118484
3.989999999999959 , 0.15290910854360396 , -0.1330695357216357
3.9999999999999587 , 0.15174377229293795 , -0.13506937273213532
4.009999999999959 , 0.15058629264222223 , -0.13706153239585664
4.019999999999959 , 0.14943663038836816 , -0.13904604282705985
4.0299999999999585 , 0.14829474632306797 , -0.14102293218763018
4.039999999999958 , 0.14716060123653232 , -0.14299222868367417
4.049999999999958 , 0.14603415592116464 , -0.14495396056217352
4.059999999999958 , 0.1449153711751726 , -0.1469081561076961
4.069999999999958 , 0.14380420780611747 , -0.1488548436391634
4.079999999999957 , 0.1427006266344017 , -0.15079405150667402
4.089999999999957 , 0.14160458849669597 , -0.15272580808838218
4.099999999999957 , 0.14051605424930552 , -0.15465014178743122
4.109999999999957 , 0.13943498477147706 , -0.15656708102894096
4.119999999999957 , 0.1383613409686463 , -0.15847665425704865
4.129999999999956 , 0.13729508377562727 , -0.16037888993200286
4.139999999999956 , 0.13623617415974357 , -0.16227381652730954
4.149999999999956 , 0.1351845731239024 , -0.16416146252692998
4.159999999999956 , 0.13414024170961197 , -0.16604185642252975
4.1699999999999555 , 0.13310314099994286 , -0.1679150267107782
4.179999999999955 , 0.13207323212243377 , -0.169781001890698
4.189999999999955 , 0.13105047625194266 , -0.1716398104610639
4.199999999999955 , 0.13003483461344348 , -0.17349148091785047
4.209999999999955 , 0.12902626848476928 , -0.17533604175172782
4.2199999999999545 , 0.1280247391993023 , -0.1771735214456052
4.229999999999954 , 0.12703020814861163 , -0.17900394847222145
4.239999999999954 , 0.1260426367850389 , -0.18082735129178212
4.249999999999954 , 0.12506198662423285 , -0.18264375834964236
4.259999999999954 , 0.124088219247633 , -0.1844531980740353
4.269999999999953 , 0.12312129630490347 , -0.1862556988738451
4.279999999999953 , 0.12216117951631711 , -0.1880512891364245
4.289999999999953 , 0.12120783067509074 , -0.18983999722545566
4.299999999999953 , 0.12026121164967206 , -0.19162185147885455
4.3099999999999525 , 0.11932128438597876 , -0.19339688020671764
4.319999999999952 , 0.11838801090959036 , -0.19516511168931072
4.329999999999952 , 0.1174613533278935 , -0.19692657417509937
4.339999999999952 , 0.11654127383218107 , -0.1986812958788202
4.349999999999952 , 0.1156277346997059 , -0.20042930497959252
4.3599999999999515 , 0.11472069829568941 , -0.20217062961907017
4.369999999999951 , 0.11382012707528591 , -0.20390529789963246
4.379999999999951 , 0.11292598358550303 , -0.205633337882614
4.389999999999951 , 0.11203823046707886 , -0.20735477758657309
4.399999999999951 , 0.11115683045631637 , -0.20906964498559757
4.40999999999995 , 0.1102817463868755 , -0.21077796800764834
4.41999999999995 , 0.10941294119152371 , -0.21247977453293942
4.42999999999995 , 0.10855037790384534 , -0.21417509239235447
4.43999999999995 , 0.1076940196599103 , -0.215863949365899
4.4499999999999496 , 0.10684382969990282 , -0.217546373181188
4.459999999999949 , 0.10599977136971049 , -0.2192223915119682
4.469999999999949 , 0.1051618081224744 , -0.22089203197667492
4.479999999999949 , 0.10432990352010064 , -0.22255532213702245
4.489999999999949 , 0.1035040212347339 , -0.22421228949662805
4.4999999999999485 , 0.10268412505019348 , -0.22586296149966878
4.509999999999948 , 0.10187017886337241 , -0.22750736552957054
4.519999999999948 , 0.10106214668559999 , -0.22914552890772938
4.529999999999948 , 0.10025999264396836 , -0.2307774788922641
4.539999999999948 , 0.09946368098262362 , -0.23240324267679988
4.549999999999947 , 0.09867317606402186 , -0.2340228473892825
4.559999999999947 , 0.09788844237015074 , -0.23563632009082283
4.569999999999947 , 0.09710944450371695 , -0.2372436877745707
4.579999999999947 , 0.0963361471893002 , -0.23884497736461824
4.589999999999947 , 0.09556851527447402 , -0.24044021571493204
4.599999999999946 , 0.094806513730894 , -0.24202942960831345
4.609999999999946 , 0.09405010765535382 , -0.243612645755387
