r , S_1 , V_1
0.005 , 1.021489042610873 , 0.938318492500102
0.015 , 1.021457093754808 , 0.9382837117152211
0.025 , 1.0213931999728754 , 0.9382141540615285
0.035 , 1.0212973691244445 , 0.9381098273701528
0.045000000000000005 , 1.0211696129960066 , 0.9379707433852597
0.05500000000000001 , 1.0210099472981007 , 0.9377969177610213
0.065 , 1.0208183916612177 , 0.9375883700575779
0.075 , 1.0205949696306826 , 0.9373451237359915
0.08499999999999999 , 1.0203397086605195 , 0.9370672061521976
0.09499999999999999 , 1.0200526401063001 , 0.9367546485499543
0.10499999999999998 , 1.0197337992169806 , 0.9364074860527932
0.11499999999999998 , 1.019383225125728 , 0.9360257576549762
0.12499999999999997 , 1.0190009608397457 , 0.9356095062114618
0.13499999999999998 , 1.0185870532290937 , 0.9351587784268849
0.145 , 1.0181415530145184 , 0.9346736248435575
0.155 , 1.0176645147542904 , 0.93415409982849
0.165 , 1.0171559968300572 , 0.9336002615594469
0.17500000000000002 , 1.0166160614317232 , 0.9330121720100367
0.18500000000000003 , 1.0160447745413528 , 0.9323898969338438
0.19500000000000003 , 1.015442205916115 , 0.9317335058476133
0.20500000000000004 , 1.0148084290702684 , 0.9310430720134921
0.21500000000000005 , 1.0141435212562016 , 0.9303186724203348
0.22500000000000006 , 1.0134475634445295 , 0.9295603877640845
0.23500000000000007 , 1.0127206403032631 , 0.9287683024272361
0.24500000000000008 , 1.0119628401760552 , 0.9279425044573906
0.25500000000000006 , 1.0111742550595353 , 0.9270830855449114
0.26500000000000007 , 1.01035498057974 , 0.926190140999691
0.2750000000000001 , 1.0095051159676551 , 0.9252637697270395
0.2850000000000001 , 1.0086247640338737 , 0.9243040742027037
0.2950000000000001 , 1.0077140311423867 , 0.9233111604470308
0.3050000000000001 , 1.0067730271835111 , 0.9222851379982849
0.3150000000000001 , 1.0058018655459782 , 0.9212261198851301
0.3250000000000001 , 1.004800663088178 , 0.9201342225982897
0.33500000000000013 , 1.003769540108589 , 0.919009566061398
0.34500000000000014 , 1.0027086203153976 , 0.9178522736010537
0.35500000000000015 , 1.0016180307953144 , 0.9166624719160871
0.36500000000000016 , 1.0004979019816165 , 0.9154402910460588
0.37500000000000017 , 0.9993483676214162 , 0.9141858643390012
0.3850000000000002 , 0.9981695647421734 , 0.9128993284184124
0.3950000000000002 , 0.9969616336174697 , 0.9115808231495254
0.4050000000000002 , 0.9957247177320536 , 0.9102304916048585
0.4150000000000002 , 0.9944589637461764 , 0.9088484800290663
0.4250000000000002 , 0.9931645214592292 , 0.9074349378031069
0.4350000000000002 , 0.9918415437727004 , 0.9059900174077334
0.44500000000000023 , 0.9904901866524661 , 0.9045138743863367
0.45500000000000024 , 0.9891106090904306 , 0.9030066673071431
0.46500000000000025 , 0.9877029730655341 , 0.9014685577247914
0.47500000000000026 , 0.9862674435041404 , 0.8998997101413007
0.48500000000000026 , 0.9848041882398247 , 0.8983002919664457
0.4950000000000003 , 0.9833133779725755 , 0.89667047347756
0.5050000000000002 , 0.9817951862274276 , 0.8950104277787755
0.5150000000000002 , 0.9802497893125467 , 0.8933203307597237
0.5250000000000002 , 0.9786773662767736 , 0.8916003610537095
0.5350000000000003 , 0.9770780988666581 , 0.8898506999953776
0.5450000000000003 , 0.9754521714829874 , 0.8880715315778881
0.5550000000000003 , 0.9737997711368349 , 0.8862630424096147
0.5650000000000003 , 0.9721210874051435 , 0.884425421670392
0.5750000000000003 , 0.9704163123858605 , 0.8825588610673166
0.5850000000000003 , 0.9686856406526436 , 0.8806635547901327
0.5950000000000003 , 0.9669292692091552 , 0.8787396994662093
0.6050000000000003 , 0.9651473974429621 , 0.8767874941151316
0.6150000000000003 , 0.9633402270790592 , 0.8748071401029252
0.6250000000000003 , 0.9615079621330359 , 0.8727988410959269
0.6350000000000003 , 0.9596508088639012 , 0.8707628030143246
0.6450000000000004 , 0.9577689757265884 , 0.8686992339853784
0.6550000000000004 , 0.9558626733241525 , 0.8666083442963485
0.6650000000000004 , 0.9539321143596872 , 0.8644903463471384
0.6750000000000004 , 0.9519775135879677 , 0.862345454602679
0.6850000000000004 , 0.949999087766849 , 0.8601738855450691
0.6950000000000004 , 0.9479970556084293 , 0.8579758576254879
0.7050000000000004 , 0.9459716377300009 , 0.8557515912158979
0.7150000000000004 , 0.9439230566048049 , 0.8535013085605613
0.7250000000000004 , 0.9418515365126083 , 0.8512252337273774
0.7350000000000004 , 0.9397573034901213 , 0.8489235925590696
0.7450000000000004 , 0.9376405852812716 , 0.8465966126242309
0.7550000000000004 , 0.9355016112873547 , 0.8442445231682514
0.7650000000000005 , 0.9333406125170777 , 0.8418675550641395
0.7750000000000005 , 0.9311578215365129 , 0.8394659407632605
0.7850000000000005 , 0.9289534724189797 , 0.8370399142460053
0.7950000000000005 , 0.9267278006948729 , 0.8345897109724064
0.8050000000000005 , 0.9244810433014513 , 0.8321155678327196
0.8150000000000005 , 0.9222134385326085 , 0.8296177230979902
0.8250000000000005 , 0.9199252259886392 , 0.8270964163706143
0.8350000000000005 , 0.9176166465260175 , 0.8245518885349181
0.8450000000000005 , 0.9152879422072068 , 0.821984381707769
0.8550000000000005 , 0.9129393562505171 , 0.8193941391892313
0.8650000000000005 , 0.9105711329800216 , 0.8167814054132908
0.8750000000000006 , 0.9081835177755553 , 0.8141464258986559
0.8850000000000006 , 0.9057767570228066 , 0.8114894471996554
0.8950000000000006 , 0.9033510980635212 , 0.8088107168572475
0.9050000000000006 , 0.9009067891458301 , 0.8061104833501553
0.9150000000000006 , 0.8984440793747208 , 0.8033889960461429
0.9250000000000006 , 0.8959632186626634 , 0.8006465051534493
0.9350000000000006 , 0.8934644576804103 , 0.7978832616723924
0.9450000000000006 , 0.890948047807981 , 0.7950995173471608
0.9550000000000006 , 0.8884142410858478 , 0.7922955246178013
0.9650000000000006 , 0.8858632901663365 , 0.7894715365724255
0.9750000000000006 , 0.8832954482652573 , 0.7866278068996398
0.9850000000000007 , 0.8807109691137778 , 0.7837645898412197
0.9950000000000007 , 0.8781101069105516 , 0.7808821401450379
1.0050000000000006 , 0.8754931162741184 , 0.7779807130182581
1.0150000000000006 , 0.8728602521955875 , 0.7750605640808134
1.0250000000000006 , 0.8702117699916133 , 0.7721219493191743
1.0350000000000006 , 0.8675479252576832 , 0.7691651250404238
1.0450000000000006 , 0.8648689738217251 , 0.7661903478266501
1.0550000000000006 , 0.8621751716980448 , 0.7631978744896672
1.0650000000000006 , 0.8594667750416106 , 0.7601879620260776
1.0750000000000006 , 0.8567440401026932 , 0.7571608675726877
1.0850000000000006 , 0.8540072231818717 , 0.7541168483622839
1.0950000000000006 , 0.8512565805854169 , 0.7510561616797846
1.1050000000000006 , 0.8484923685810649 , 0.7479790648187753
1.1150000000000007 , 0.8457148433541898 , 0.7448858150384382
1.1250000000000007 , 0.8429242609643821 , 0.7417766695208862
1.1350000000000007 , 0.8401208773024504 , 0.7386518853289105
1.1450000000000007 , 0.8373049480478466 , 0.7355117193641509
1.1550000000000007 , 0.8344767286265342 , 0.7323564283256989
1.1650000000000007 , 0.8316364741692971 , 0.7291862686691399
1.1750000000000007 , 0.828784439470508 , 0.7260014965660483
1.1850000000000007 , 0.8259208789473571 , 0.722802367863934
1.1950000000000007 , 0.8230460465995552 , 0.7195891380466605
1.2050000000000007 , 0.8201601959695134 , 0.7163620621953312
1.2150000000000007 , 0.8172635801030118 , 0.7131213949496575
1.2250000000000008 , 0.8143564515103584 , 0.7098673904698143
1.2350000000000008 , 0.8114390621280547 , 0.7066003023987885
1.2450000000000008 , 0.8085116632809624 , 0.7033203838252271
1.2550000000000008 , 0.8055745056449893 , 0.7000278872467934
1.2650000000000008 , 0.8026278392102894 , 0.6967230645340342
1.2750000000000008 , 0.7996719132449946 , 0.6934061668947639
1.2850000000000008 , 0.7967069762594726 , 0.690077444838973
1.2950000000000008 , 0.7937332759711214 , 0.6867371481442635
1.3050000000000008 , 0.7907510592697091 , 0.6833855258218189
1.3150000000000008 , 0.7877605721832526 , 0.6800228260829076
1.3250000000000008 , 0.7847620598444525 , 0.6766492963059323
1.3350000000000009 , 0.7817557664576779 , 0.6732651830040194
1.3450000000000009 , 0.7787419352665093 , 0.6698707317931615
1.3550000000000009 , 0.7757208085218464 , 0.6664661873609097
1.3650000000000009 , 0.7726926274505742 , 0.6630517934356224
1.3750000000000009 , 0.7696576322248028 , 0.6596277927562698
1.385000000000001 , 0.7666160619316726 , 0.6561944270428013
1.395000000000001 , 0.7635681545437344 , 0.652751936967074
1.405000000000001 , 0.7605141468899025 , 0.6493005621243473
1.415000000000001 , 0.7574542746269867 , 0.6458405410053446
1.425000000000001 , 0.7543887722118007 , 0.6423721109688773
1.435000000000001 , 0.7513178728738504 , 0.6388955082150485
1.445000000000001 , 0.7482418085886021 , 0.6354109677590171
1.455000000000001 , 0.7451608100513357 , 0.6319187234053383
1.465000000000001 , 0.7420751066515754 , 0.628419007722876
1.475000000000001 , 0.7389849264481069 , 0.6249120520202829
1.485000000000001 , 0.7358904961445749 , 0.6213980863220575
1.495000000000001 , 0.7327920410656666 , 0.6178773393451705
1.505000000000001 , 0.7296897851338735 , 0.6143500384762619
1.515000000000001 , 0.7265839508468401 , 0.6108164097494121
1.525000000000001 , 0.7234747592552887 , 0.6072766778244789
1.535000000000001 , 0.7203624299415298 , 0.6037310659660075
1.545000000000001 , 0.7172471809985468 , 0.6001797960227047
1.555000000000001 , 0.7141292290096652 , 0.5966230884074837
1.565000000000001 , 0.7110087890287891 , 0.593061162078068
1.575000000000001 , 0.7078860745612202 , 0.5894942345181643
1.585000000000001 , 0.7047612975450469 , 0.585922521719191
1.595000000000001 , 0.7016346683331026 , 0.5823462381625681
1.605000000000001 , 0.698506395675492 , 0.578765596802564
1.615000000000001 , 0.6953766867026852 , 0.575180809049692
1.625000000000001 , 0.6922457469091761 , 0.5715920847546625
1.6350000000000011 , 0.6891137801376931 , 0.5679996321928813
1.6450000000000011 , 0.6859809885639766 , 0.5644036580494893
1.6550000000000011 , 0.6828475726821044 , 0.5608043674049501
1.6650000000000011 , 0.67971373129037 , 0.5572019637211718
1.6750000000000012 , 0.676579661477704 , 0.553596648828162
1.6850000000000012 , 0.6734455586106467 , 0.5499886229112195
1.6950000000000012 , 0.6703116163208503 , 0.5463780844986461
1.7050000000000012 , 0.6671780264931254 , 0.5427652304499864
1.7150000000000012 , 0.6640449792540132 , 0.5391502559447852
1.7250000000000012 , 0.660912662960886 , 0.5355333544718581
1.7350000000000012 , 0.6577812641915737 , 0.531914717819075
1.7450000000000012 , 0.6546509677345038 , 0.5282945360636457
1.7550000000000012 , 0.6515219565793584 , 0.5246729975629112
1.7650000000000012 , 0.6483944119082403 , 0.521050288945627
1.7750000000000012 , 0.6452685130873398 , 0.5174265951037418
1.7850000000000013 , 0.6421444376591053 , 0.5138020991846592
1.7950000000000013 , 0.6390223613349043 , 0.510176982583983
1.8050000000000013 , 0.6359024579881759 , 0.5065514249387407
1.8150000000000013 , 0.6327848996480642 , 0.5029256041210721
1.8250000000000013 , 0.6296698564935359 , 0.499299696232391
1.8350000000000013 , 0.6265574968479616 , 0.49567387559800147
1.8450000000000013 , 0.6234479871741735 , 0.4920483147621735
1.8550000000000013 , 0.6203414920699791 , 0.48842318448366356
1.8650000000000013 , 0.6172381742641361 , 0.4847986537316834
1.8750000000000013 , 0.6141381946127724 , 0.4811748896823025
1.8850000000000013 , 0.611041712096253 , 0.4775520577152863
1.8950000000000014 , 0.6079488838164879 , 0.4739303214113584
1.9050000000000014 , 0.6048598649946707 , 0.4703098425498843
1.9150000000000014 , 0.6017748089694427 , 0.46669078110696977
1.9250000000000014 , 0.5986938671954813 , 0.46307329525396684
1.9350000000000014 , 0.5956171892425011 , 0.4594575413563831
1.9450000000000014 , 0.5925449227946628 , 0.45584367397318815
1.9550000000000014 , 0.5894772136503889 , 0.4522318458565082
1.9650000000000014 , 0.5864142057225682 , 0.44862220795170615
1.9750000000000014 , 0.5833560410391602 , 0.44501490939784044
1.9850000000000014 , 0.580302859744172 , 0.4414100975284952
1.9950000000000014 , 0.5772548000990241 , 0.4378079178729734
2.0050000000000012 , 0.5725554298205646 , 0.43482693855190846
2.015000000000001 , 0.5695840142609707 , 0.4312060062676554
2.025000000000001 , 0.5666155033121119 , 0.427589142614477
2.0350000000000006 , 0.5636501316073133 , 0.4239764426080894
2.0450000000000004 , 0.5606881277854562 , 0.4203680013827731
2.055 , 0.5577297146593667 , 0.41676391410808583
2.065 , 0.5547751093778384 , 0.4131642759099201
2.0749999999999997 , 0.5518245235815591 , 0.40956918179569907
2.0849999999999995 , 0.5488781635532115 , 0.4059787265835276
2.0949999999999993 , 0.5459362303619861 , 0.4023930048351144
2.104999999999999 , 0.5429989200027535 , 0.3988121107922988
2.114999999999999 , 0.5400664235301237 , 0.3952361383170124
2.1249999999999987 , 0.5371389271876068 , 0.39166518083452806
2.1349999999999985 , 0.5342166125320845 , 0.3880993312798404
2.1449999999999982 , 0.5312996565537962 , 0.3845386820470411
2.154999999999998 , 0.5283882317920219 , 0.3809833249415563
2.164999999999998 , 0.525482506446651 , 0.37743335113511
2.1749999999999976 , 0.5225826444858066 , 0.37388885112330084
2.1849999999999974 , 0.5196888057496944 , 0.3703499146856686
2.194999999999997 , 0.5168011460508326 , 0.3668166308481412
2.204999999999997 , 0.5139198172708159 , 0.36328908784775843
2.2149999999999967 , 0.5110449674537602 , 0.3597673730995661
2.2249999999999965 , 0.5081767408965642 , 0.35625157316558903
2.2349999999999963 , 0.5053152782361238 , 0.35274177372578724
2.244999999999996 , 0.5024607165336243 , 0.34923805955090825
2.254999999999996 , 0.4996131893560319 , 0.34574051447715287
2.2649999999999957 , 0.4967728268549019 , 0.3422492213825686
2.2749999999999955 , 0.4939397558426162 , 0.33876426216510297
2.2849999999999953 , 0.49111409986615073 , 0.33528571772223476
2.294999999999995 , 0.48829597927848223 , 0.3318136679321177
2.304999999999995 , 0.48548551130772605 , 0.3283481916361673
2.3149999999999946 , 0.4826828101240995 , 0.32488936662303164
